cycle,malicious_rating,benign_rating,f1,avg_speedup
103,0.3635629012698576,0.872556546053126,0.0,1.7635194307608102
104,0.36380780604905244,1.5684166756888434,0.0,1.8838121435822588
105,0.36380780604905244,1.5684166756888434,0.0,1.8838121435822588
106,0.36380780604905244,1.5684166756888434,0.0,1.8838121435822588
107,0.36380780604905244,1.5684166756888434,0.0,1.8838121435822588
108,0.36380780604905244,1.5684166756888434,0.0,1.8838121435822588
109,0.36380780604905244,1.5684166756888434,0.0,1.8838121435822588
110,0.36380780604905244,1.5684166756888434,0.0,1.8838121435822588
111,0.36380780604905244,1.5684166756888434,0.0,1.8838121435822588
112,0.36467595919048484,1.865263128507217,0.0,1.8838121435822588
113,0.36467595919048484,1.865263128507217,0.0,1.8704309292240329
114,0.36467595919048484,1.865263128507217,0.0,1.8704309292240329
115,0.36467595919048484,1.865263128507217,0.0,1.8704309292240329
116,0.36467595919048484,1.865263128507217,0.0,1.8704309292240329
117,0.36467595919048484,1.865263128507217,0.0,1.8704309292240329
118,0.36467595919048484,1.865263128507217,0.0,1.8704309292240329
119,0.36467595919048484,1.865263128507217,0.0,1.8704309292240329
120,0.36467595919048484,1.865263128507217,0.0,1.8704309292240329
121,0.36467595919048484,1.865263128507217,0.0,1.8704309292240329
122,0.36467595919048484,1.865263128507217,0.0,1.7791796326279086
123,0.36467595919048484,1.865263128507217,0.0,1.7791796326279086
124,0.3656039465209125,2.0281212483831492,0.0,1.7791796326279086
125,0.3656039465209125,2.0281212483831492,0.0,1.7791796326279086
126,0.3656039465209125,2.0281212483831492,0.0,1.7791796326279086
127,0.3656039465209125,2.0281212483831492,0.0,1.7791796326279086
128,0.3656039465209125,2.0281212483831492,0.0,1.7791796326279086
129,0.3656039465209125,2.0281212483831492,0.0,1.7791796326279086
130,0.3656039465209125,2.0281212483831492,0.0,1.7791796326279086
131,0.3656039465209125,2.0281212483831492,0.0,1.7791796326279086
132,0.41343744699168755,2.034748524155842,0.0,1.7791796326279086
133,0.41343744699168755,2.034748524155842,0.0,1.7791796326279086
134,0.41343744699168755,2.034748524155842,0.0,1.7791796326279086
135,0.41343744699168755,2.034748524155842,0.0,1.7791796326279086
136,0.41343744699168755,2.034748524155842,0.0,1.7791796326279086
137,0.41343744699168755,2.034748524155842,0.0,1.7791796326279086
138,0.41343744699168755,2.034748524155842,0.0,1.8200172273448139
139,0.41343744699168755,2.034748524155842,0.0,1.8200172273448139
140,0.41299913530337584,2.027962809870128,0.0,1.8200172273448139
141,0.41299913530337584,2.027962809870128,0.0,1.8200172273448139
142,0.41299913530337584,2.027962809870128,0.0,1.8200172273448139
143,0.41299913530337584,2.027962809870128,0.0,1.8200172273448139
144,0.4141712700207786,2.7527141716032792,0.0,1.8200172273448139
145,0.4141712700207786,2.7527141716032792,0.0,1.8200172273448139
146,0.4141712700207786,2.7527141716032792,0.0,1.8200172273448139
147,0.4141712700207786,2.7527141716032792,0.0,1.8200172273448139
148,0.4141712700207786,2.7527141716032792,0.0,1.8200172273448139
149,0.4141712700207786,2.7527141716032792,0.0,1.8200172273448139
150,0.4141712700207786,2.7527141716032792,0.0,1.8200172273448139
151,0.4141712700207786,2.7527141716032792,0.0,1.8200172273448139
152,0.4159787432212723,2.7670939853745473,0.3333333333333333,1.8200172273448139
153,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
154,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
155,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
156,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
157,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
158,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
159,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
160,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
161,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
162,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
163,0.4159787432212723,2.7670939853745473,0.3333333333333333,2.0206752428237844
164,0.4165863704259364,3.5649622314665006,0.25,2.0206752428237844
165,0.4165863704259364,3.5649622314665006,0.25,2.0206752428237844
166,0.4165863704259364,3.5649622314665006,0.25,2.0206752428237844
167,0.4165863704259364,3.5649622314665006,0.25,1.977531773098276
168,0.4165863704259364,3.5649622314665006,0.25,1.977531773098276
169,0.4165863704259364,3.5649622314665006,0.25,1.977531773098276
170,0.4165863704259364,3.5649622314665006,0.25,1.977531773098276
171,0.4165863704259364,3.5649622314665006,0.25,1.977531773098276
172,0.4408551306469831,3.720236660910414,0.25,1.977531773098276
173,0.4408551306469831,3.720236660910414,0.25,1.977531773098276
174,0.4408551306469831,3.720236660910414,0.25,1.977531773098276
175,0.4408551306469831,3.720236660910414,0.25,1.977531773098276
176,0.4408551306469831,3.720236660910414,0.25,1.977531773098276
177,0.4408551306469831,3.720236660910414,0.25,1.977531773098276
178,0.4408551306469831,3.720236660910414,0.25,1.977531773098276
179,0.4408551306469831,3.720236660910414,0.25,1.977531773098276
180,0.4408551306469831,3.720236660910414,0.25,1.977531773098276
181,0.4408551306469831,3.720236660910414,0.25,1.9403199774723694
182,0.4408551306469831,3.720236660910414,0.25,1.9403199774723694
183,0.4408551306469831,3.720236660910414,0.25,1.9403199774723694
184,0.4411271106005924,3.7316769924666615,0.25,1.9403199774723694
185,0.4411271106005924,3.7316769924666615,0.25,1.9403199774723694
186,0.4411271106005924,3.7316769924666615,0.25,1.9403199774723694
187,0.4411271106005924,3.7316769924666615,0.25,1.9403199774723694
188,0.4411271106005924,3.7316769924666615,0.25,1.9403199774723694
189,0.4411271106005924,3.7316769924666615,0.25,1.9403199774723694
190,0.4411271106005924,3.7316769924666615,0.25,1.9403199774723694
191,0.4411271106005924,3.7316769924666615,0.25,1.9403199774723694
192,0.4417732951478963,4.023327808557201,0.25,1.9403199774723694
193,0.4417732951478963,4.023327808557201,0.25,1.9403199774723694
194,0.4417732951478963,4.023327808557201,0.25,1.9403199774723694
195,0.4417732951478963,4.023327808557201,0.25,1.9403199774723694
196,0.44144446631906753,4.023327808557201,0.25,1.8990499788803463
197,0.44144446631906753,4.023327808557201,0.25,1.8990499788803463
198,0.44144446631906753,4.023327808557201,0.25,1.8990499788803463
199,0.44144446631906753,4.023327808557201,0.25,1.8990499788803463
200,0.44144446631906753,4.023327808557201,0.25,1.8990499788803463
201,0.44144446631906753,4.023327808557201,0.25,1.8990499788803463
202,0.44144446631906753,4.023327808557201,0.25,1.8990499788803463
203,0.44144446631906753,4.023327808557201,0.25,1.8990499788803463
204,0.44187810183328935,4.29513082746239,0.25,1.8990499788803463
205,0.44187810183328935,4.29513082746239,0.25,2.250576450710914
206,0.44187810183328935,4.29513082746239,0.25,2.250576450710914
207,0.44187810183328935,4.29513082746239,0.25,2.250576450710914
208,0.44187810183328935,4.2915593988909615,0.25,2.250576450710914
209,0.44187810183328935,4.2915593988909615,0.25,2.250576450710914
210,0.44187810183328935,4.2915593988909615,0.25,2.250576450710914
211,0.44187810183328935,4.2915593988909615,0.25,2.250576450710914
212,0.4421966562267884,5.465573111599489,0.25,2.250576450710914
213,0.4421966562267884,5.465573111599489,0.25,2.250576450710914
214,0.4421966562267884,5.465573111599489,0.25,2.250576450710914
215,0.4421966562267884,5.465573111599489,0.25,2.250576450710914
216,0.4421966562267884,5.465573111599489,0.25,2.250576450710914
217,0.4421966562267884,5.465573111599489,0.25,2.250576450710914
218,0.4421966562267884,5.465573111599489,0.25,2.250576450710914
219,0.4421966562267884,5.465573111599489,0.25,2.250576450710914
220,0.4421966562267884,5.465573111599489,0.25,2.255174055301049
221,0.4421966562267884,5.465573111599489,0.25,2.255174055301049
222,0.4421966562267884,5.465573111599489,0.25,2.255174055301049
223,0.4421966562267884,5.465573111599489,0.25,2.255174055301049
224,0.4663768163862427,6.335077169458702,0.25,2.255174055301049
225,0.4663768163862427,6.335077169458702,0.25,2.255174055301049
226,0.4663768163862427,6.335077169458702,0.25,2.255174055301049
227,0.4663768163862427,6.335077169458702,0.25,2.255174055301049
228,0.4663768163862427,6.335077169458702,0.25,2.255174055301049
229,0.4663768163862427,6.335077169458702,0.25,2.255174055301049
230,0.4663768163862427,6.335077169458702,0.25,2.255174055301049
231,0.4663768163862427,6.335077169458702,0.25,2.255174055301049
232,0.46693659099589196,6.36164408077668,0.25,2.255174055301049
233,0.46693659099589196,6.36164408077668,0.25,2.255174055301049
234,0.46693659099589196,6.36164408077668,0.25,2.22260508588329
235,0.46693659099589196,6.36164408077668,0.25,2.22260508588329
236,0.46626198782128875,6.36164408077668,0.25,2.22260508588329
237,0.46626198782128875,6.36164408077668,0.25,2.22260508588329
238,0.46626198782128875,6.36164408077668,0.25,2.22260508588329
239,0.46626198782128875,6.36164408077668,0.25,2.22260508588329
240,0.46626198782128875,6.36164408077668,0.25,2.22260508588329
241,0.46626198782128875,6.36164408077668,0.25,2.22260508588329
242,0.46626198782128875,6.36164408077668,0.25,2.22260508588329
243,0.46626198782128875,6.36164408077668,0.25,2.22260508588329
244,0.46666651189265157,6.767291324138247,0.25,2.22260508588329
245,0.46666651189265157,6.767291324138247,0.25,2.22260508588329
246,0.46666651189265157,6.767291324138247,0.25,2.22260508588329
247,0.46666651189265157,6.767291324138247,0.25,2.22260508588329
248,0.46666651189265157,6.767291324138247,0.25,2.22260508588329
249,0.46666651189265157,6.767291324138247,0.25,2.2448081649224587
250,0.46666651189265157,6.767291324138247,0.25,2.2448081649224587
251,0.46666651189265157,6.767291324138247,0.25,2.2448081649224587
252,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
253,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
254,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
255,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
256,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
257,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
258,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
259,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
260,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
261,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
262,0.46714097053093917,7.659894624422788,0.25,2.2448081649224587
263,0.46714097053093917,7.659894624422788,0.25,2.189860589969441
264,0.4676386902207811,7.68591047323136,0.2222222222222222,2.189860589969441
265,0.4676386902207811,7.68591047323136,0.2222222222222222,2.189860589969441
266,0.4676386902207811,7.68591047323136,0.2222222222222222,2.189860589969441
267,0.4676386902207811,7.68591047323136,0.2222222222222222,2.189860589969441
268,0.4676386902207811,7.68591047323136,0.2222222222222222,2.189860589969441
269,0.4676386902207811,7.68591047323136,0.2222222222222222,2.189860589969441
270,0.4676386902207811,7.68591047323136,0.2222222222222222,2.189860589969441
271,0.4676386902207811,7.68591047323136,0.2222222222222222,2.189860589969441
272,0.4921735683089497,7.711071225384845,0.4,2.189860589969441
273,0.4921735683089497,7.711071225384845,0.4,2.189860589969441
274,0.4921735683089497,7.711071225384845,0.4,2.189860589969441
275,0.4921735683089497,7.711071225384845,0.4,2.189860589969441
276,0.4921735683089497,7.711071225384845,0.4,2.189860589969441
277,0.4921735683089497,7.711071225384845,0.4,2.189860589969441
278,0.4921735683089497,7.711071225384845,0.4,2.1665246807997076
279,0.4921735683089497,7.711071225384845,0.4,2.1665246807997076
280,0.4913065127010892,7.704482771491492,0.4,2.1665246807997076
281,0.4913065127010892,7.704482771491492,0.4,2.1665246807997076
282,0.4913065127010892,7.704482771491492,0.4,2.1665246807997076
283,0.4913065127010892,7.704482771491492,0.4,2.1665246807997076
284,0.4926563879960633,8.0087325615053,0.5882352941176471,2.1665246807997076
285,0.4926563879960633,8.0087325615053,0.5882352941176471,2.1665246807997076
286,0.4926563879960633,8.0087325615053,0.5882352941176471,2.1665246807997076
287,0.4926563879960633,8.0087325615053,0.5882352941176471,2.371240999025807
288,0.4926563879960633,8.004987622234045,0.5882352941176471,2.371240999025807
289,0.4926563879960633,8.004987622234045,0.5882352941176471,2.371240999025807
290,0.4926563879960633,8.004987622234045,0.5882352941176471,2.371240999025807
291,0.4926563879960633,8.004987622234045,0.5882352941176471,2.371240999025807
292,0.4929140892531366,9.019396080414213,0.5882352941176471,2.371240999025807
293,0.4929140892531366,9.019396080414213,0.5882352941176471,2.371240999025807
294,0.4929140892531366,9.019396080414213,0.5882352941176471,2.371240999025807
295,0.4929140892531366,9.019396080414213,0.5882352941176471,2.371240999025807
296,0.49269669794878884,9.019396080414213,0.5882352941176471,2.3418837351775097
297,0.49269669794878884,9.019396080414213,0.5882352941176471,2.3418837351775097
298,0.49269669794878884,9.019396080414213,0.5882352941176471,2.3418837351775097
299,0.49269669794878884,9.019396080414213,0.5882352941176471,2.3418837351775097
300,0.49269669794878884,9.019396080414213,0.5882352941176471,2.3418837351775097
301,0.49269669794878884,9.019396080414213,0.5882352941176471,2.3418837351775097
302,0.49269669794878884,9.019396080414213,0.5882352941176471,2.3418837351775097
303,0.49269669794878884,9.019396080414213,0.5882352941176471,2.3418837351775097
304,0.49291671379647745,9.194649224448566,0.6956521739130435,2.5224941000561234
305,0.49291671379647745,9.194649224448566,0.6956521739130435,2.5224941000561234
306,0.49291671379647745,9.194649224448566,0.6956521739130435,2.5224941000561234
307,0.49291671379647745,9.194649224448566,0.6956521739130435,2.5224941000561234
308,0.49291671379647745,9.194649224448566,0.6956521739130435,2.5224941000561234
309,0.49291671379647745,9.194649224448566,0.6956521739130435,2.5224941000561234
310,0.49291671379647745,9.194649224448566,0.6956521739130435,2.5224941000561234
311,0.49291671379647745,9.194649224448566,0.6956521739130435,2.5224941000561234
312,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
313,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
314,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
315,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
316,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
317,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
318,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
319,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
320,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
321,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
322,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
323,0.49299646112030054,9.78978186310642,0.7878787878787878,2.5224941000561234
324,0.4931224051243692,9.796931015935211,0.8205128205128205,2.5224941000561234
325,0.4931224051243692,9.796931015935211,0.8205128205128205,2.5224941000561234
326,0.4931224051243692,9.796931015935211,0.8205128205128205,2.5224941000561234
327,0.4931224051243692,9.796931015935211,0.8205128205128205,2.5224941000561234
328,0.4931224051243692,9.796931015935211,0.8205128205128205,2.5224941000561234
329,0.4931224051243692,9.796931015935211,0.8205128205128205,2.5224941000561234
330,0.4931224051243692,9.796931015935211,0.8205128205128205,2.5224941000561234
331,0.4931224051243692,9.796931015935211,0.8205128205128205,2.5224941000561234
332,0.49321381395663594,9.805741644426247,0.8205128205128205,2.5224941000561234
333,0.49321381395663594,9.805741644426247,0.8205128205128205,2.5224941000561234
334,0.49321381395663594,9.805741644426247,0.8205128205128205,2.5224941000561234
335,0.49321381395663594,9.805741644426247,0.8205128205128205,2.5224941000561234
336,0.49321381395663594,9.805741644426247,0.8205128205128205,2.5224941000561234
337,0.49321381395663594,9.805741644426247,0.8205128205128205,2.5224941000561234
338,0.49321381395663594,9.805741644426247,0.8205128205128205,2.4954051661378807
339,0.49321381395663594,9.805741644426247,0.8205128205128205,2.4954051661378807
340,0.49321381395663594,9.80381922474067,0.8205128205128205,2.4954051661378807
341,0.49321381395663594,9.80381922474067,0.8205128205128205,2.4954051661378807
342,0.49321381395663594,9.80381922474067,0.8205128205128205,2.4954051661378807
343,0.49321381395663594,9.80381922474067,0.8205128205128205,2.4954051661378807
344,0.49331621630378153,9.815176394021432,0.8205128205128205,2.4954051661378807
345,0.49331621630378153,9.815176394021432,0.8205128205128205,2.4954051661378807
346,0.49331621630378153,9.815176394021432,0.8205128205128205,2.4717658213602873
347,0.49331621630378153,9.815176394021432,0.8205128205128205,2.4717658213602873
348,0.49331621630378153,9.815176394021432,0.8205128205128205,2.4717658213602873
349,0.49331621630378153,9.815176394021432,0.8205128205128205,2.4717658213602873
350,0.49331621630378153,9.815176394021432,0.8205128205128205,2.4717658213602873
351,0.49331621630378153,9.815176394021432,0.8205128205128205,2.4717658213602873
352,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
353,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
354,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
355,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
356,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
357,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
358,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
359,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
360,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
361,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
362,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
363,0.4936643847845518,9.969315348471076,0.8205128205128205,2.4717658213602873
364,0.49373854108590914,9.973182935196691,0.8205128205128205,2.4717658213602873
365,0.49373854108590914,9.973182935196691,0.8205128205128205,2.4717658213602873
366,0.49373854108590914,9.973182935196691,0.8205128205128205,2.4717658213602873
367,0.49373854108590914,9.973182935196691,0.8205128205128205,2.4717658213602873
368,0.49373854108590914,9.973182935196691,0.8205128205128205,2.4717658213602873
369,0.49373854108590914,9.973182935196691,0.8205128205128205,2.4717658213602873
370,0.49373854108590914,9.973182935196691,0.8205128205128205,2.4717658213602873
371,0.49373854108590914,9.973182935196691,0.8205128205128205,2.4717658213602873
372,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4717658213602873
373,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4717658213602873
374,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
375,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
376,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
377,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
378,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
379,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
380,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
381,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
382,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
383,0.4951204626090121,9.982480766763837,0.7619047619047619,2.4536415318219094
384,0.4952636310989148,9.988943739192807,0.7111111111111111,2.4536415318219094
385,0.4952636310989148,9.988943739192807,0.7111111111111111,2.4536415318219094
386,0.4952636310989148,9.988943739192807,0.7111111111111111,2.4536415318219094
387,0.4952636310989148,9.988943739192807,0.7111111111111111,2.4536415318219094
388,0.4952636310989148,9.988943739192807,0.7111111111111111,2.4536415318219094
389,0.4952636310989148,9.988943739192807,0.7111111111111111,2.4536415318219094
390,0.4952636310989148,9.988943739192807,0.7111111111111111,2.4536415318219094
391,0.4952636310989148,9.988943739192807,0.7111111111111111,2.4536415318219094
392,0.4959251644655397,9.997491594972166,0.7111111111111111,2.4536415318219094
393,0.4959251644655397,9.997491594972166,0.7111111111111111,2.4536415318219094
394,0.4959251644655397,9.997491594972166,0.7111111111111111,2.4536415318219094
395,0.4959251644655397,9.997491594972166,0.7111111111111111,2.4536415318219094
396,0.4959251644655397,9.997491594972166,0.7111111111111111,2.4536415318219094
397,0.4959251644655397,9.997491594972166,0.7111111111111111,2.4536415318219094
398,0.4959251644655397,9.997491594972166,0.7111111111111111,2.4536415318219094
399,0.4959251644655397,9.997491594972166,0.7111111111111111,2.4536415318219094
400,0.4959251644655397,9.997491594972166,0.7111111111111111,2.403515961759085
401,0.4959251644655397,9.997491594972166,0.7111111111111111,2.403515961759085
402,0.4959251644655397,9.997491594972166,0.7111111111111111,2.403515961759085
403,0.4959251644655397,9.997491594972166,0.7111111111111111,2.403515961759085
404,0.4959819491578593,10.001841559863053,0.723404255319149,2.403515961759085
405,0.4959819491578593,10.001841559863053,0.723404255319149,2.403515961759085
406,0.4959819491578593,10.001841559863053,0.723404255319149,2.403515961759085
407,0.4959819491578593,10.001841559863053,0.723404255319149,2.403515961759085
408,0.4959819491578593,10.001841559863053,0.723404255319149,2.403515961759085
409,0.4959819491578593,10.001841559863053,0.723404255319149,2.403515961759085
410,0.4959819491578593,10.001841559863053,0.723404255319149,2.403515961759085
411,0.4959819491578593,10.001841559863053,0.723404255319149,2.403515961759085
412,0.4960615571496194,10.003261060923641,0.723404255319149,2.403515961759085
413,0.4960615571496194,10.003261060923641,0.723404255319149,2.403515961759085
414,0.4960615571496194,10.003261060923641,0.723404255319149,2.403515961759085
415,0.4960615571496194,10.003261060923641,0.723404255319149,2.403515961759085
416,0.4960615571496194,10.003261060923641,0.723404255319149,2.403515961759085
417,0.4960615571496194,10.003261060923641,0.723404255319149,2.403515961759085
418,0.4960615571496194,10.003261060923641,0.723404255319149,2.403515961759085
419,0.4960615571496194,10.003261060923641,0.723404255319149,2.403515961759085
420,0.4960615571496194,10.003261060923641,0.723404255319149,2.403515961759085
