cycle,malicious_rating,benign_rating,f1,avg_speedup
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,1.8148148148148149
16,0.0,0.0,0.0,1.8148148148148149
17,0.0,0.0,0.0,1.8148148148148149
18,0.0,0.0,0.0,1.8148148148148149
19,0.0,0.0,0.0,1.8148148148148149
20,0.0,0.0,0.0,1.8148148148148149
21,0.0,0.0,0.0,1.8148148148148149
22,0.0,0.0,0.0,1.8148148148148149
23,0.0,0.0,0.0,1.8148148148148149
24,0.09486842105263157,0.5692105263157895,0.0,1.8148148148148149
25,0.09486842105263157,0.5692105263157895,0.0,1.8148148148148149
26,0.09486842105263157,0.5692105263157895,0.0,1.8148148148148149
27,0.09486842105263157,0.5692105263157895,0.0,1.8148148148148149
28,0.09486842105263157,0.5692105263157895,0.0,1.8148148148148149
29,0.09486842105263157,0.5692105263157895,0.0,1.8148148148148149
30,0.09486842105263157,0.5692105263157895,0.0,1.8449074074074074
31,0.09486842105263157,0.5692105263157895,0.0,1.8449074074074074
32,0.09772727272727273,1.1408937115516062,0.0,1.8449074074074074
33,0.09772727272727273,1.1408937115516062,0.0,1.8449074074074074
34,0.09772727272727273,1.1408937115516062,0.0,1.8449074074074074
35,0.09772727272727273,1.1408937115516062,0.0,1.8449074074074074
36,0.09772727272727273,1.1408937115516062,0.0,1.8449074074074074
37,0.09772727272727273,1.1408937115516062,0.0,1.8449074074074074
38,0.09772727272727273,1.1408937115516062,0.0,1.8449074074074074
39,0.09772727272727273,1.1408937115516062,0.0,2.2299382716049383
40,0.09772727272727273,1.1408937115516062,0.0,2.2299382716049383
41,0.09772727272727273,1.1408937115516062,0.0,2.2299382716049383
42,0.09772727272727273,1.1408937115516062,0.0,2.2299382716049383
43,0.09772727272727273,1.1408937115516062,0.0,2.2299382716049383
44,0.09782608695652174,1.5068395048887038,0.0,2.2299382716049383
45,0.09782608695652174,1.5068395048887038,0.0,2.2299382716049383
46,0.09782608695652174,1.5068395048887038,0.0,2.2299382716049383
47,0.09782608695652174,1.5068395048887038,0.0,2.2299382716049383
48,0.09782608695652174,1.5068395048887038,0.0,2.2299382716049383
49,0.09782608695652174,1.5068395048887038,0.0,2.2299382716049383
50,0.09782608695652174,1.5068395048887038,0.0,2.2299382716049383
