cycle,malicious_rating,benign_rating,f1,avg_speedup
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,7.125
10,0.0,0.0,0.0,7.125
11,0.0,0.0,0.0,7.125
12,0.0,1.0699999999999998,0.0,7.125
13,0.0,1.0699999999999998,0.0,7.125
14,0.0,1.0699999999999998,0.0,7.125
15,0.0,1.0699999999999998,0.0,7.125
16,0.0,1.0699999999999998,0.0,7.125
17,0.0,1.0699999999999998,0.0,7.125
18,0.0,1.0699999999999998,0.0,6.0
19,0.0,1.0699999999999998,0.0,6.0
20,0.0,1.0577272727272726,0.0,6.0
21,0.0,1.0577272727272726,0.0,6.0
22,0.0,1.0577272727272726,0.0,6.0
23,0.0,1.0577272727272726,0.0,6.0
24,0.0,1.6766618663594468,0.0,6.0
25,0.0,1.6766618663594468,0.0,6.0
26,0.0,1.6766618663594468,0.0,6.0
27,0.0,1.6766618663594468,0.0,6.541666666666667
28,0.0,1.6766618663594468,0.0,6.541666666666667
29,0.0,1.6766618663594468,0.0,6.541666666666667
30,0.0,1.6766618663594468,0.0,6.541666666666667
31,0.0,1.6766618663594468,0.0,6.541666666666667
32,0.0,2.9200341191067003,0.0,6.541666666666667
33,0.0,2.9200341191067003,0.0,6.541666666666667
34,0.0,2.9200341191067003,0.0,6.541666666666667
35,0.0,2.9200341191067003,0.0,6.541666666666667
36,0.0,2.9200341191067003,0.0,6.84375
37,0.0,2.9200341191067003,0.0,6.84375
38,0.0,2.9200341191067003,0.0,6.84375
39,0.0,2.9200341191067003,0.0,6.84375
40,0.0,2.9200341191067003,0.0,6.84375
41,0.0,2.9200341191067003,0.0,6.84375
42,0.0,2.9200341191067003,0.0,6.84375
43,0.0,2.9200341191067003,0.0,6.84375
44,0.0,4.231994969040248,0.0,6.84375
45,0.0,4.231994969040248,0.0,6.9
46,0.0,4.231994969040248,0.0,6.9
47,0.0,4.231994969040248,0.0,6.9
48,0.0,4.231994969040248,0.0,6.9
49,0.0,4.231994969040248,0.0,6.9
50,0.0,4.231994969040248,0.0,6.9
51,0.0,4.231994969040248,0.0,6.9
52,0.0,5.362060821001998,0.0,6.9
53,0.0,5.362060821001998,0.0,6.9
54,0.0,5.362060821001998,0.0,6.395833333333333
55,0.0,5.362060821001998,0.0,6.395833333333333
56,0.0,5.362060821001998,0.0,6.395833333333333
57,0.0,5.362060821001998,0.0,6.395833333333333
58,0.0,5.362060821001998,0.0,6.395833333333333
59,0.0,5.362060821001998,0.0,6.395833333333333
